,Symbol,product_name,Marketcap,sector,Industry,asset_class,close_price,risk_score,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
2278,NCSM,"NCS Multistage Holdings, Inc.",86604266.45,Energy,Oilfield Services/Equipment,Micro Cap,1.73,81.26,,,,,,,,,,
2279,NEBU,Nebula Acquisition Corporation,360937500.0,Finance,Business Services,Small Cap,10.54,4.71,,,,,,,,,,
2282,NKTR,Nektar Therapeutics,3954731190.88,Health Care,Major Pharmaceuticals,Mid Cap,19.77,70.8,-34.32,-44.96,386.72,-27.18,8.71,36.56,53.17,32.32,-56.42,37.88
2283,NMRD,Nemaura Medical Inc.,74952244.653,Health Care,Medical/Dental Instruments,Micro Cap,2.85,78.3,,,,,,,,,,
2284,NEOG,Neogen Corporation,3757213920.24,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Mid Cap,67.79,30.89,14.49,-7.58,24.56,16.77,13.97,8.51,51.26,47.91,-25.32,73.78
2285,NEO,"NeoGenomics, Inc.",3346263483.85,Health Care,Precision Instruments,Mid Cap,32.71,38.61,131.96,42.33,3.38,8.89,88.73,15.19,45.97,77.14,7.69,-13.33
2286,NLTX,"Neoleukin Therapeutics, Inc.",513458256.96,Health Care,Major Pharmaceuticals,Small Cap,11.06,86.88,,,,,,,,,,
2287,NTGN,"Neon Therapeutics, Inc.",47893241.24,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,1.57,91.27,,,,,,,,,,
2288,NEON,Neonode Inc.,24759342.74,Capital Goods,Industrial Machinery/Components,Micro Cap,2.6,78.93,16.87,-77.57,-59.78,-27.27,-25.15,-46.52,30.04,2.32,171.43,250.0
2289,NEOS,"Neos Therapeutics, Inc.",79572273.6,Health Care,Major Pharmaceuticals,Micro Cap,1.88,68.09,,,,,,,,,,
2290,NVCN,Neovasc Inc.,29031625.95,Health Care,Medical/Dental Instruments,Micro Cap,3.15,96.69,-9.83,-99.0,-65.32,-61.56,-34.02,80.9,121.76,33.86,9.48,141.67
2291,NEPH,"Nephros, Inc.",74218999.84,Health Care,Medical/Dental Instruments,Micro Cap,9.42,64.67,93.96,26.64,22.94,69.92,-72.73,86.32,-64.37,72.46,-65.5,-87.18
2292,NEPT,Neptune Wellness Solutions Inc.,284607702.22,Health Care,Major Pharmaceuticals,Micro Cap,2.62,67.54,8.27,7.63,143.3,-9.35,-43.68,-34.48,44.28,-31.16,17.74,20.39
2293,UEPS,"Net 1 UEPS Technologies, Inc.",212131593.75,Finance,Investment Bankers/Brokers/Service,Micro Cap,3.99,71.56,-20.68,-60.56,3.57,-15.03,18.51,30.58,70.84,-33.38,-37.44,-36.8
2294,NETE,"Net Element, Inc.",14841006.02,Technology,EDP Services,Micro Cap,3.16,76.23,-43.88,-48.61,48.4,-60.53,-83.19,-74.14,25.21,481.67,5900.0,-93.33
2295,NTAP,"NetApp, Inc.",14245879778.52,Technology,Electronic Components,Large Cap,58.16,36.73,7.43,9.67,59.94,36.56,-34.69,2.43,23.56,-7.5,-34.01,59.95
2296,NTES,"NetEase, Inc.",25521471768.02,Miscellaneous,Business Services,Large Cap,322.11,36.15,34.66,-31.31,62.22,21.15,85.95,30.29,89.08,-5.17,24.07,-3.91
2297,NFIN,Netfin Acquisition Corp.,259810000.0,Finance,Business Services,Micro Cap,10.01,,,,,,,,,,,
2298,NFINU,Netfin Acquisition Corp.,234332107.0,Finance,Business Services,Micro Cap,10.362,,,,,,,,,,,
2300,NFLX,"Netflix, Inc.",148860815334.63,Consumer Services,Consumer Electronics/Video Chains,Large Cap,342.88,32.81,20.89,39.44,55.06,8.24,134.38,-7.21,297.63,33.63,-60.56,218.93
2301,NTGR,"NETGEAR, Inc.",802526556.48,Public Utilities,Telecommunications Equipment,Small Cap,26.65,44.89,-24.06,-11.44,8.1,29.68,17.79,8.01,-16.46,17.46,-0.33,55.28
2302,NTCT,"NetScout Systems, Inc.",1917350764.14,Technology,EDP Services,Small Cap,24.94,28.0,1.86,-22.4,-3.33,2.61,-15.98,23.49,13.85,47.67,-23.51,57.39
2303,NTWK,NetSol Technologies Inc.,43381042.2,Technology,Computer Software: Prepackaged Software,Micro Cap,4.4,50.92,-34.96,30.57,-9.42,-32.99,86.09,-28.47,-2.67,42.62,-77.54,74.77
2304,NBSE,"NeuBase Therapeutics, Inc. ",116129536.4,Health Care,Major Pharmaceuticals,Micro Cap,6.85,,,,,,,,,,,
2305,NRBO,"NeuroBo Pharmaceuticals, Inc.",120317804.99,Health Care,Major Pharmaceuticals,Micro Cap,8.35,103.37,,,,,,,,,,
2306,NBIX,"Neurocrine Biosciences, Inc.",9639428843.07,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Mid Cap,98.65,35.64,50.53,-7.96,100.49,-31.59,153.22,139.19,24.87,-12.0,11.26,180.88
2307,NURO,"NeuroMetrix, Inc.",4167025.5,Health Care,Medical/Dental Instruments,Micro Cap,3.52,90.21,-43.42,-56.07,-70.78,-62.63,-74.62,-33.22,13.18,-65.6,-69.36,-72.47
2309,STIM,"Neuronetics, Inc.",81795656.52,Health Care,Medical/Dental Instruments,Micro Cap,3.97,79.07,,,,,,,,,,
2310,NTRP,"Neurotrope, Inc.",16073668.29,Health Care,Major Pharmaceuticals,Micro Cap,1.18,167.73,,,,,,,,,,
2311,NBEV,New Age Beverages Corporation,154436111.05,Consumer Non-Durables,Beverages (Production/Distribution),Micro Cap,1.77,66.72,,,,,,,,,,
2312,NFE,New Fortress Energy LLC,2623373814.16,Public Utilities,Oil/Gas Transmission,Mid Cap,15.02,,74.11,0.0,0.0,0.0,-55.0,-90.91,-59.26,-4.55,-62.13,35.2
2313,NPA,New Providence Acquisition Corp.,286062500.0,Finance,Business Services,Micro Cap,9.99,,14000.0,-17.65,88.89,28.57,-12.5,-33.33,71.43,-30.0,-50.0,11.11
2316,NYMT,"New York Mortgage Trust, Inc.",2049728835.31,Consumer Services,Real Estate Investment Trusts,Mid Cap,6.29,11.48,20.32,8.95,6.02,45.76,-16.98,26.67,29.06,2.19,19.06,12.44
2318,NYMTN,"New York Mortgage Trust, Inc.",139158000.0,Consumer Services,Real Estate Investment Trusts,Micro Cap,25.795,6.16,,,,,,,,,,
2319,NYMTO,"New York Mortgage Trust, Inc.",91567440.0,Consumer Services,Real Estate Investment Trusts,Micro Cap,25.394,6.9,,,,,,,,,,
2320,NYMTP,"New York Mortgage Trust, Inc.",76241100.0,Consumer Services,Real Estate Investment Trusts,Micro Cap,25.37,6.83,,,,,,,,,,
2321,NEWA,"Newater Technology, Inc.",43776450.0,Basic Industries,Miscellaneous,Micro Cap,3.88,59.37,,,,,,,,,,
2322,NWL,Newell Brands Inc.,8578084000.0,Consumer Non-Durables,Plastic Products,Mid Cap,19.6,42.82,9.43,-37.53,-29.35,2.98,17.89,19.95,48.92,41.03,-9.49,22.7
2323,NWGI,"Newgioco Group, Inc.",41284693.45,Technology,Computer Software: Prepackaged Software,Micro Cap,3.81,118.41,9.72,73.08,30.0,-65.52,65.71,2233.33,2042.86,-95.33,2627.27,-94.5
2324,NLNK,NewLink Genetics Corporation,76120715.04,Health Care,Major Pharmaceuticals,Micro Cap,1.71,82.31,,,,,,,,,,
2325,NMRK,"Newmark Group, Inc.",2193234673.9,Finance,Real Estate,Mid Cap,11.93,34.54,,,,,,,,,,
2326,NWS,News Corporation,8958095731.61,Consumer Services,Newspapers/Magazines,Mid Cap,14.1,21.55,,,,,,,,,,
2327,NWSA,News Corporation,8769875729.37,Consumer Services,Newspapers/Magazines,Mid Cap,13.66,22.36,,,,,,,,,,
2328,NEWT,Newtek Business Services Corp.,432582253.99,,,Small Cap,21.87,21.33,42.85,3.21,27.51,27.85,23.86,-5.99,68.82,61.74,-33.14,75.51
2331,NXST,"Nexstar Media Group, Inc.",6049717489.2,Consumer Services,Broadcasting,Mid Cap,122.58,32.3,51.93,2.65,25.89,10.11,14.94,-5.77,436.14,35.08,30.88,47.9
2332,NXTC,"NextCure, Inc.",1375429627.6,Health Care,Major Pharmaceuticals,Small Cap,44.6,,,,,,,,,,,
2333,NEXT,NextDecade Corporation,684798666.93,Public Utilities,Oil & Gas Production,Small Cap,4.91,53.12,13.7,-35.1,-17.79,3.05,155.75,15.0,0.0,1807.95,-57.32,0.0
2334,NXGN,"NextGen Healthcare, Inc.",1040390471.7,Technology,EDP Services,Small Cap,14.72,42.75,6.07,11.56,3.27,-18.42,8.3,-22.62,25.75,-51.67,7.84,13.36
2335,NGM,"NGM Biopharmaceuticals, Inc.",1259771732.1,Health Care,Major Pharmaceuticals,Small Cap,17.95,,,,,,,,,,,
2336,NODK,"NI Holdings, Inc.",353079138.7,Finance,Property-Casualty Insurers,Small Cap,15.58,23.65,,,,,,,,,,
2337,EGOV,NIC Inc.,1511390796.3,Miscellaneous,Business Services,Small Cap,22.13,36.23,82.16,-23.15,-29.33,24.7,12.51,-25.44,54.52,24.81,39.91,13.91
2338,NICE,NICE Ltd,7788262886.46,Technology,Computer Manufacturing,Mid Cap,171.68,20.72,43.38,17.73,33.98,21.45,14.35,25.63,23.92,-2.82,-1.29,12.44
2339,NICK,"Nicholas Financial, Inc.",66439000.0,Finance,Finance Companies,Micro Cap,8.61,33.95,-20.77,18.18,-25.99,2.06,-21.81,-5.34,30.1,0.05,27.45,48.62
2340,NCBS,Nicolet Bankshares Inc.,755292705.2,Finance,Major Banks,Small Cap,70.99,20.19,,,,,,,,,,
2341,NIU,Niu Technologies,233938850.6,Capital Goods,Auto Manufacturing,Micro Cap,8.98,62.39,21.86,-45.74,7.72,19.81,38.4,20730.69,0.0,-57.78,-59.09,10.0
2342,LASR,"nLIGHT, Inc.",812576090.24,Technology,Semiconductors,Small Cap,19.6,49.64,,,,,,,,,,
2343,NMIH,NMI Holdings Inc,2279402661.76,Finance,Property-Casualty Insurers,Mid Cap,32.15,31.76,,,,,,,,,,
2344,NNBR,"NN, Inc.",421879433.36,Capital Goods,Metal Fabrications,Small Cap,9.09,57.29,41.38,-75.21,46.53,21.68,-21.51,3.12,124.09,52.67,-51.46,212.12
2345,NBL,Noble Energy Inc.,11206522280.58,Energy,Oil & Gas Production,Large Cap,20.95,39.4,35.37,-34.67,-22.43,16.92,-29.34,-29.62,35.72,9.86,11.61,23.19
2346,NBLX,Noble Midstream Partners LP,2322768745.44,Energy,Natural Gas Distribution,Mid Cap,22.5,35.32,,,,,,,,,,
2347,NDLS,Noodles & Company,307531183.37,Consumer Services,Restaurants,Small Cap,6.97,47.98,,,,,,,,,,
2348,NDSN,Nordson Corporation,9781571427.0,Capital Goods,Industrial Machinery/Components,Mid Cap,173.01,21.53,37.88,-17.65,32.14,76.79,-16.67,6.31,18.81,54.78,-9.44,51.9
2349,NSYS,Nortech Systems Incorporated,13429002.0304,Capital Goods,Industrial Machinery/Components,Micro Cap,4.97,61.88,37.18,-8.03,-0.77,0.26,-31.69,3.46,83.0,-4.46,-23.97,27.08
2350,NBN,Northeast Bank,188032288.32,Finance,Major Banks,Micro Cap,20.0,48.88,31.69,-27.59,77.1,25.22,9.36,1.94,9.66,-24.79,-16.08,88.21
2351,NTIC,Northern Technologies International Corporation,132827296.6734,Capital Goods,Industrial Specialties,Micro Cap,14.51,36.0,-2.23,23.06,81.72,-0.87,-35.0,15.04,62.72,-16.48,1.34,47.05
2352,NTRS,Northern Trust Corporation,23175611158.08,Finance,Major Banks,Large Cap,98.46,23.33,30.59,-14.68,14.18,26.11,9.08,11.66,26.11,29.87,-26.51,8.11
2354,NFBK,"Northfield Bancorp, Inc.",821720048.37,Finance,Savings Institutions,Small Cap,16.48,17.22,28.69,-18.56,-12.78,27.96,10.08,14.37,26.65,8.61,8.14,-0.01
2355,NRIM,Northrim BanCorp Inc,249820207.2,Finance,Savings Institutions,Micro Cap,37.69,25.7,20.6,-0.26,10.12,22.42,4.25,2.76,19.11,32.81,-6.94,17.46
2356,NWBI,"Northwest Bancshares, Inc.",1748364520.43,Finance,Major Banks,Small Cap,15.62,16.53,2.36,5.4,-3.53,40.55,11.74,-4.51,26.42,2.59,9.39,8.12
2357,NWPX,Northwest Pipe Company,327303554.82,Basic Industries,Steel/Iron Ore,Small Cap,33.79,31.6,43.02,21.68,11.15,53.89,-62.85,-20.23,58.26,4.37,-4.87,-10.54
2358,NLOK,NortonLifeLock Inc.,17531934734.4,Technology,Computer Software: Prepackaged Software,Large Cap,27.43,,,,,,,,,,,
2359,NCLH,Norwegian Cruise Line Holdings Ltd.,12690986664.5,Consumer Services,Marine Transportation,Large Cap,54.16,23.87,,,,,,,,,,
2360,NWFL,Norwood Financial Corp.,234077729.15,Finance,Major Banks,Micro Cap,35.55,29.2,21.46,2.67,56.4,23.06,5.4,14.99,6.1,16.19,6.4,4.14
2361,NVFY,"Nova Lifestyle, Inc",10849438.88,Consumer Durables,Home Furnishings,Micro Cap,2.1,58.46,,,,,,,,,,
2362,NVMI,Nova Measuring Instruments Ltd.,1113549020.84,Capital Goods,Electronic Components,Small Cap,38.09,26.16,66.07,-12.08,96.88,34.29,-5.68,5.59,23.31,8.28,-11.31,28.64
2363,NOVN,"Novan, Inc.",17097827.84,Health Care,Major Pharmaceuticals,Micro Cap,0.644,173.91,,,,,,,,,,
2364,NOVT,Novanta Inc.,3424608761.2,Miscellaneous,Industrial Machinery/Components,Mid Cap,95.01,31.19,40.38,26.0,138.1,54.19,-7.47,30.96,29.79,-15.35,-3.31,305.36
2365,NVAX,"Novavax, Inc.",184383746.96,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,8.5,155.66,-89.18,48.39,-1.59,-84.98,41.48,15.82,170.9,50.0,-48.15,-8.65
2366,NVCR,NovoCure Limited,9162506877.72,Health Care,Medical/Dental Instruments,Mid Cap,87.0,45.58,,,,,,,,,,
2367,NVUS,"Novus Therapeutics, Inc.",8972101.1622,Health Care,Major Pharmaceuticals,Micro Cap,0.58,105.54,,,,,,,,,,
2368,NUAN,"Nuance Communications, Inc.",5606765292.06,Technology,Computer Software: Prepackaged Software,Mid Cap,19.39,24.62,55.66,-19.08,9.73,-25.09,39.38,-6.12,-31.9,-11.29,38.39,17.06
2369,NCNA,NuCana plc,69216247.12,Health Care,Major Pharmaceuticals,Micro Cap,5.5,75.69,,,,,,,,,,
2370,NTNX,"Nutanix, Inc.",6755639593.78,Technology,Computer Software: Prepackaged Software,Mid Cap,33.74,66.84,,,,,,,,,,
2371,NUVA,"NuVasive, Inc.",4066952924.1,Health Care,Medical/Dental Instruments,Mid Cap,77.41,29.32,56.05,-15.27,-13.17,24.49,14.74,45.87,109.12,22.8,-50.92,-19.79
2372,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,964462785.48,,,Small Cap,23.93,12.62,28.83,-11.68,39.19,3.46,8.42,16.0,26.97,25.18,1.09,7.26
2373,NVEE,"NV5 Global, Inc.",713113849.36,Consumer Services,Other Consumer Services,Small Cap,61.19,61.96,,,,,,,,,,
2374,NVEC,NVE Corporation,349203480.6,Technology,Semiconductors,Small Cap,73.66,28.73,-13.93,6.17,26.6,36.77,-14.17,21.47,5.03,-0.07,-3.98,40.09
2375,NVDA,NVIDIA Corporation,152559360000.0,Technology,Semiconductors,Large Cap,240.2,38.85,76.94,-30.82,81.99,226.96,67.12,27.4,33.52,-10.97,-10.0,-17.56
2376,NXPI,NXP Semiconductors N.V.,37411903718.0,Technology,Semiconductors,Large Cap,130.45,33.11,75.73,-37.05,19.47,16.33,10.27,66.34,74.51,71.24,-26.56,0.0
2377,NXTD,NXT-ID Inc.,12581698.0536,Consumer Services,Diversified Commercial Services,Micro Cap,0.376,80.57,,,,,,,,,,
2378,NYMX,Nymox Pharmaceutical Corporation,214104240.36,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Micro Cap,2.86,71.48,67.94,-60.3,23.6,-18.6,720.0,-93.41,-11.52,-16.55,16.76,54.39
2379,OIIM,O2Micro International Limited,54732526.88,Technology,Semiconductors,Micro Cap,1.63,52.06,15.89,-9.58,-7.22,27.66,-41.25,-13.98,-7.0,-24.81,-35.44,18.16
2380,OVLY,Oak Valley Bancorp (CA),154770507.45,Finance,Major Banks,Micro Cap,18.82,27.92,8.72,-5.24,58.34,23.72,4.48,23.66,12.35,10.37,14.41,33.79
2381,OCSL,Oaktree Specialty Lending Corporation,783741219.56,,,Small Cap,5.51,14.57,38.74,-6.31,1.24,-2.79,-11.78,-2.28,-1.43,21.91,-12.62,24.68
2383,OCSI,Oaktree Strategic Income Corporation,246047512.8,,,Micro Cap,8.23,10.95,,,,,,,,,,
2384,OMP,Oasis Midstream Partners LP,592091833.92,Energy,Oil & Gas Production,Small Cap,16.31,30.83,,,,,,,,,,
2385,OAS,Oasis Petroleum Inc.,954293964.03,Energy,Oil & Gas Production,Small Cap,2.23,79.04,-41.05,-34.24,-44.45,105.43,-55.44,-64.79,47.7,9.32,7.26,0.0
2386,OBLN,"Obalon Therapeutics, Inc.",14619694.4,Health Care,Medical/Dental Instruments,Micro Cap,1.83,211.31,,,,,,,,,,
2387,OBSV,ObsEva SA,166437735.2,Health Care,Major Pharmaceuticals,Micro Cap,3.75,127.85,,,,,,,,,,
2388,OBCI,"Ocean Bio-Chem, Inc.",31916694.42,Consumer Durables,Specialty Chemicals,Micro Cap,3.49,37.85,2.47,-23.26,16.96,80.15,-52.65,84.44,4.62,10.7,14.97,87.0
2389,OPTT,"Ocean Power Technologies, Inc.",7125617.3936,Public Utilities,Electric Utilities: Central,Micro Cap,0.84,130.42,-87.21,-69.09,-62.71,40.48,-66.67,-67.19,-10.28,-19.55,-53.5,-36.51
2390,OCFC,OceanFirst Financial Corp.,1262025709.84,Finance,Savings Institutions,Small Cap,24.6,19.69,16.7,-12.24,-10.67,54.29,20.39,3.07,28.48,8.92,5.25,18.7
2391,OFED,Oconee Federal Financial Corp.,155732536.19,Finance,Savings Institutions,Micro Cap,26.2,25.69,,,,,,,,,,
2392,OCGN,"Ocugen, Inc.",38300640.9384,Health Care,Industrial Specialties,Micro Cap,0.592,208.91,,,,,,,,,,
2393,OCUL,"Ocular Therapeutix, Inc.",222608617.45,Health Care,Major Pharmaceuticals,Micro Cap,4.3,79.48,,,,,,,,,,
2394,ODT,"Odonate Therapeutics, Inc.",921131381.61,Health Care,Major Pharmaceuticals,Small Cap,29.65,60.53,,,,,,,,,,
2395,OMEX,"Odyssey Marine Exploration, Inc.",40885261.5411,Consumer Services,Marine Transportation,Micro Cap,3.95,62.24,-4.2,-11.67,10.23,5.56,-70.97,-53.96,-31.99,8.39,-1.44,97.16
2396,ODP,"Office Depot, Inc.",1415394220.45,Consumer Services,Other Specialty Stores,Small Cap,2.38,61.74,11.33,-24.41,-19.72,-18.43,-34.19,62.0,61.28,52.56,-60.19,-16.28
2397,OPI,Office Properties Income Trust,1651427174.28,Finance,Real Estate,Small Cap,33.75,30.1,26.09,-57.81,6.05,32.07,-24.87,-0.64,10.85,14.26,-10.27,21.93
2399,OFS,OFS Capital Corporation,153771686.5,,,Micro Cap,11.25,16.47,,,,,,,,,,
2403,OCCI,"OFS Credit Company, Inc.",52663957.6,,,Micro Cap,16.67,16.93,12.04,329.86,0.0,0.14,0.0,-6.79,6.85,1.39,0.0,80.18
2404,OCCIP,"OFS Credit Company, Inc.",20784000.0,,,Micro Cap,25.71,,,,,,,,,,,
2405,OVBC,Ohio Valley Banc Corp.,178883752.32,Finance,Major Banks,Micro Cap,34.19,34.37,14.52,-10.65,52.49,14.98,3.98,15.73,21.32,7.67,-1.16,-7.09
2406,OKTA,"Okta, Inc.",15251135810.7,Technology,Computer Software: Prepackaged Software,Large Cap,125.82,42.48,,,,,,,,,,
2407,ODFL,"Old Dominion Freight Line, Inc.",16638414717.24,Transportation,Trucking Freight/Courier Services,Large Cap,200.69,23.84,54.36,-5.69,53.95,45.23,-23.92,46.44,54.67,26.87,26.7,56.3
2408,ONB,Old National Bancorp,3142172880.0,Finance,Major Banks,Mid Cap,18.06,19.91,22.41,-9.23,-0.92,39.12,-5.71,-0.05,33.27,4.94,0.64,-1.8
2409,OPOF,Old Point Financial Corporation,145368765.24,Finance,Major Banks,Micro Cap,27.77,28.83,28.48,-25.39,20.8,48.63,16.9,19.03,18.06,11.45,-14.64,-20.93
2410,OSBC,"Old Second Bancorp, Inc.",395319695.88,Finance,Major Banks,Small Cap,12.57,23.11,3.93,-4.5,23.95,41.5,46.0,16.23,278.69,-6.15,-23.53,-75.22
2412,OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",3395735667.24,Consumer Services,Department/Specialty Retail Stores,Mid Cap,55.91,47.62,,,,,,,,,,
2413,ZEUS,"Olympic Steel, Inc.",176261696.17,Basic Industries,Metal Fabrications,Micro Cap,14.64,47.39,26.29,-33.35,-10.94,110.2,-34.49,-38.37,31.32,-4.65,-18.42,-11.69
2414,OFLX,"Omega Flex, Inc.",1100281098.0,Capital Goods,Industrial Specialties,Small Cap,108.13,31.51,106.93,-23.18,29.31,71.6,-10.76,87.67,69.1,-5.33,-14.57,18.14
2415,OMER,Omeros Corporation,738159753.915,Health Care,Major Pharmaceuticals,Small Cap,13.64,49.71,26.48,-42.67,95.87,-36.94,-36.52,119.49,117.53,31.39,-52.06,17.38
2416,OMCL,"Omnicell, Inc.",3603740847.07,Technology,Computer Manufacturing,Mid Cap,83.39,40.04,33.44,26.27,43.07,9.07,-6.16,29.73,71.69,-9.99,14.33,23.61
2417,ON,ON Semiconductor Corporation,10268053375.0,Technology,Semiconductors,Large Cap,23.66,38.7,47.67,-21.16,64.11,30.2,-3.26,22.94,16.88,-8.68,-21.86,12.02
2418,ONCY,Oncolytics Biotech Inc.,77531275.9,Health Care,Major Pharmaceuticals,Micro Cap,3.14,123.43,162.98,-66.57,171.43,-22.22,-49.06,-65.81,-60.46,0.51,-41.79,156.7
2419,ONTX,"Onconova Therapeutics, Inc.",56879246.7,Health Care,Major Pharmaceuticals,Micro Cap,0.39,144.73,,,,,,,,,,
2421,ONCS,OncoSec Medical Incorporated,22385404.8,Health Care,Major Pharmaceuticals,Micro Cap,2.09,90.09,,,,,,,,,,
2422,ONCT,"Oncternal Therapeutics, Inc. ",64626416.4,Health Care,Major Pharmaceuticals,Micro Cap,3.9,120.74,-27.66,-93.86,140.72,-24.57,-4.11,-55.76,-60.71,25.0,26.79,-36.9
2423,OSS,"One Stop Systems, Inc.",33007993.0,Technology,Computer Manufacturing,Micro Cap,2.79,79.48,,,,,,,,,,
2424,OSPN,OneSpan Inc.,805836361.425,Technology,EDP Services,Small Cap,17.99,47.57,32.2,-6.83,1.83,-18.41,-40.69,264.94,-5.27,25.15,-19.8,29.46
2425,OSW,OneSpaWorld Holdings Limited,977894368.0,Consumer Services,Hotels/Resorts,Small Cap,15.14,23.81,68.23,4.71,238900.01,0.0,0.0,0.0,-33.33,-80.0,-6.25,-11.11
2426,OPBK,OP Bancorp,155457155.7,Finance,Major Banks,Micro Cap,9.96,33.58,19.4,-9.49,27.27,17.56,-7.75,-5.33,257.14,61.54,-16.13,287.5
2427,OTEX,Open Text Corporation,12700115831.38,Technology,EDP Services,Large Cap,46.49,18.38,37.49,-7.1,17.26,30.97,-15.66,28.31,66.57,9.29,11.03,13.31
2428,OPRA,Opera Limited,154009450.65,,,Micro Cap,7.65,63.85,,,,,,,,,,
2429,OPES,Opes Acquisition Corp.,129493267.92,Finance,Business Services,Micro Cap,10.548,2.25,,,,,,,,,,
2432,OPGN,"OpGen, Inc.",10662154.8,Health Care,Medical Specialities,Micro Cap,1.67,137.77,,,,,,,,,,
2434,OPNT,"Opiant Pharmaceuticals, Inc.",54990773.46,Basic Industries,Precious Metals,Micro Cap,12.26,47.62,-0.35,-37.09,309.45,-43.05,19600.0,-16.67,-25.0,-60.0,-37.5,-73.33
2435,OPK,"Opko Health, Inc.",1038337209.0,Health Care,Major Pharmaceuticals,Small Cap,1.57,58.6,-51.16,-38.57,-47.31,-7.46,0.6,18.36,75.47,-1.84,33.51,100.55
2436,OPRT,Oportun Financial Corporation,577286746.38,Finance,Finance: Consumer Services,Small Cap,20.62,,,,,,,,,,,
2437,OBAS,Optibase Ltd.,58630369.0,Finance,Real Estate,Micro Cap,11.8,53.5,33.79,8.92,2.71,6.02,5.33,26.18,-5.01,10.29,-24.46,4.51
2438,OCC,Optical Cable Corporation,26628829.92,Basic Industries,Telecommunications Equipment,Micro Cap,3.49,61.29,-14.7,58.09,-19.93,6.36,-36.23,25.89,-0.14,19.4,3.19,-5.16
2439,OPRX,OptimizeRx Corporation,154636703.5,Miscellaneous,Business Services,Micro Cap,10.08,53.13,-6.38,132.91,93.83,-33.61,3.39,-30.59,60.38,19.1,8.54,-56.15
2440,OPHC,"OptimumBank Holdings, Inc.",5494697.0688,Finance,Major Banks,Micro Cap,2.84,84.03,-7.67,-36.17,24.34,2.16,-64.76,-30.0,-23.47,-2.0,-89.92,-42.86
2441,OPTN,"OptiNose, Inc.",398240752.62,Health Care,Major Pharmaceuticals,Small Cap,8.59,70.78,,,,,,,,,,
2442,BIOS,"Option Care Health, Inc.",2966744029.2,Health Care,Medical/Nursing Services,Mid Cap,4.3,58.79,4.48,22.68,179.81,-40.57,-74.96,-5.54,-31.29,97.25,4.4,-37.44
2443,OPB,Opus Bank,925018326.96,,,Small Cap,25.58,23.17,,,,,,,,,,
2444,ORMP,Oramed Pharmaceuticals Inc.,95418469.5,Health Care,Major Pharmaceuticals,Micro Cap,5.01,66.43,71.67,-66.67,47.06,-28.42,87.5,-70.45,289.65,17.86,-6.67,-33.33
2445,OSUR,"OraSure Technologies, Inc.",507390761.4,Health Care,Medical/Dental Instruments,Small Cap,7.81,46.53,-31.25,-38.07,114.81,36.34,-36.49,61.21,-12.4,-21.19,58.43,13.19
2446,ORBC,ORBCOMM Inc.,320973633.2,Consumer Services,Telecommunications Equipment,Small Cap,3.91,55.22,-49.03,-18.86,23.1,14.23,10.7,3.15,61.73,31.1,15.44,-4.07
2447,ORTX,Orchard Therapeutics plc,559102733.01,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,13.08,61.35,,,,,,,,,,
2448,ORLY,"O&#39;Reilly Automotive, Inc.",33341362729.96,Consumer Services,Other Specialty Stores,Large Cap,426.81,20.73,27.28,43.15,-13.6,9.86,31.56,49.65,43.94,11.84,32.32,58.5
2449,OGI,Organigram Holdings Inc.,509144231.12,Health Care,Major Pharmaceuticals,Small Cap,2.61,,21.26,0.0,0.0,503.1,25.0,-84.0,-80.0,-77.97,57.07,-59.46
2450,ORGO,Organogenesis Holdings Inc. ,548802120.48,Health Care,Major Pharmaceuticals,Small Cap,4.67,85.33,,,,,,,,,,
